cciExit,8/23/2022 1:14,4136.5,-62.5,-7912.5
cciBuy,8/23/2022 1:13,4137.75,-62.5,-7912.5
cciExit,8/23/2022 0:57,4143.25,-37.5,-7850
cciBuy,8/23/2022 0:53,4144,-37.5,-7850
cciExit,8/23/2022 0:46,4144.5,-25,-7812.5
cciBuy,8/23/2022 0:45,4145,-25,-7812.5
cciExit,8/23/2022 0:38,4145.25,-12.5,-7787.5
cciBuy,8/23/2022 0:23,4145.5,-12.5,-7787.5
cciExit,8/23/2022 0:17,4145.5,-25,-7775
cciBuy,8/23/2022 0:14,4146,-25,-7775
cciExit,8/23/2022 0:06,4146.75,-12.5,-7750
cciBuy,8/22/2022 23:57,4147,-12.5,-7750
cciExit,8/22/2022 23:55,4146.5,-25,-7737.5
cciBuy,8/22/2022 23:52,4147,-25,-7737.5
cciExit,8/22/2022 23:40,4148,-12.5,-7712.5
cciBuy,8/22/2022 23:40,4148.25,-12.5,-7712.5
cciExit,8/22/2022 23:37,4148,-50,-7700
cciBuy,8/22/2022 23:35,4149,-50,-7700
cciExit,8/22/2022 23:11,4148.75,-37.5,-7650
cciBuy,8/22/2022 23:09,4149.5,-37.5,-7650
cciExit,8/22/2022 22:33,4146,-25,-7612.5
cciBuy,8/22/2022 22:23,4146.5,-25,-7612.5
cciExit,8/22/2022 22:19,4146,12.5,-7587.5
cciBuy,8/22/2022 22:01,4145.75,12.5,-7587.5
cciExit,8/22/2022 21:45,4145,-112.5,-7600
cciBuy,8/22/2022 21:42,4147.25,-112.5,-7600
cciExit,8/22/2022 21:36,4148.5,-75,-7487.5
cciBuy,8/22/2022 21:35,4150,-75,-7487.5
cciExit,8/22/2022 21:01,4143.75,-50,-7412.5
cciBuy,8/22/2022 21:01,4144.75,-50,-7412.5
cciExit,8/22/2022 20:46,4149.5,-25,-7362.5
cciBuy,8/22/2022 20:46,4150,-25,-7362.5
cciExit,8/22/2022 20:34,4150.75,-87.5,-7337.5
cciBuy,8/22/2022 20:18,4152.5,-87.5,-7337.5
cciExit,8/22/2022 20:15,4150,-12.5,-7250
cciBuy,8/22/2022 20:13,4150.25,-12.5,-7250
cciExit,8/22/2022 20:10,4150,-62.5,-7237.5
cciBuy,8/22/2022 20:07,4151.25,-62.5,-7237.5
cciExit,8/22/2022 19:44,4150,62.5,-7175
cciBuy,8/22/2022 19:33,4148.75,62.5,-7175
cciExit,8/22/2022 19:25,4150,37.5,-7237.5
cciBuy,8/22/2022 19:04,4149.25,37.5,-7237.5
